POLICYNUM,INSAGE,INSAGEBIN,VEHICLE_TYPE,GENDER,MARITAL_STATUS,PREVCLM,SEATBELT,ACTUALDAMAGE,LOSS
19964,29.0,25-35,Big car,Female,Single,No,Yes,3777.0,2277.0
19993,,,Small car,Male,,No,,2364.0,864.0
19998,16.0,18 and below,Big car,Female,Single,No,Yes,146.0,0.0
19999,38.0,35-45,Big car,Female,Divorced/Separated,No,Yes,255.0,0.0
20000,,,Big car,Female,Single,No,Yes,100.0,0.0
20001,40.0,35-45,Small car,Female,Single,No,Yes,3993.0,2493.0
20050,3.0,18 and below,Big car,Male,Single,No,Yes,1184.0,0.0
20071,9.0,18 and below,Small car,Female,Single,No,Yes,1681.0,181.0
20135,,,Big car,Female,Married,No,Yes,1894.0,394.0
20141,,,Big car,Female,Married,No,Yes,3975.0,2475.0
20148,25.0,25-35,Small car,Male,Married,No,Yes,2035.0000000000002,535.0000000000002
20167,29.0,25-35,Big car,Female,Single,No,Yes,3858.0,2358.0
20191,51.0,45-55,Small car,Male,Married,No,Yes,52246.0,50746.0
20210,,,Big car,Male,Married,No,Yes,250.0,0.0
20264,,,Big car,Male,Single,No,Yes,2053.0,553.0
20278,37.0,35-45,Small car,Male,Married,No,Yes,8770.0,7270.0
20301,,,Small car,Male,Single,Yes,Yes,74776.0,73276.0
20471,20.0,18-25,Big car,Female,Married,No,Yes,510.0,0.0
20487,6.0,18 and below,Small car,Male,Single,No,Yes,1530.0,30.0
20623,33.0,25-35,Big car,Female,Married,No,Yes,3365.0,1865.0
20677,49.0,45-55,Big car,Male,Single,Yes,Yes,3763.0,2263.0
20687,19.0,18-25,Small car,Female,Single,No,Yes,3386.0,1886.0
20694,69.0,55 and older,Big car,Female,Widowed,No,Yes,7620.0,6120.0
20695,18.0,18-25,Big car,Female,Single,No,Yes,2354.0,854.0
20717,27.0,25-35,Small car,Female,Single,No,Yes,11101.0,9601.0
20718,42.0,35-45,Big car,Male,Married,Yes,Yes,457.0,0.0
20755,18.0,18-25,Big car,Female,Married,No,Yes,218.0,0.0
20790,22.0,18-25,Small car,Female,Single,No,Yes,3723.0,2223.0
20850,15.0,18 and below,Small car,Male,Single,Yes,Yes,1971.0,471.0
20864,47.0,45-55,Small car,Female,Married,No,Yes,5114.0,3614.0
20894,,,Big car,Female,Single,No,,105.0,0.0
20900,50.0,45-55,Small car,Female,Married,No,Yes,3348.0,1848.0
20907,26.0,25-35,Small car,Male,Married,No,Yes,222405.0,220905.0
20918,,,Small car,Female,Married,No,Yes,50000.0,48500.0
20940,1.0,18 and below,Big car,Male,Single,No,Yes,155.0,0.0
20945,47.0,45-55,Small car,Female,Married,,,8053.000000000001,6553.000000000001
20975,38.0,35-45,Big car,Female,Married,No,Yes,702.0,0.0
20990,26.0,25-35,Big car,Female,Married,No,Yes,260.0,0.0
21006,18.0,18-25,Small car,Male,Single,No,Yes,78767.0,77267.0
21084,73.0,55 and older,Small car,Male,Married,No,Yes,2725.0,1225.0
21103,40.0,35-45,Small car,Male,Married,Yes,Yes,2550.0,1050.0
21112,42.0,35-45,Small car,Female,Married,No,Yes,5995.0,4495.0
21161,48.0,45-55,Big car,Male,Married,No,Yes,1390.0,0.0
21215,17.0,18 and below,Small car,Female,Single,No,Yes,6000.0,4500.0
21280,10.0,18 and below,Small car,Female,Single,No,No,3189.0,1689.0
21291,41.0,35-45,Big car,Male,Married,No,Yes,320.0,0.0
21310,26.0,25-35,Big car,Female,Married,No,Yes,600.0,0.0
21354,44.0,35-45,Small car,Female,Married,No,Yes,6401.0,4901.0
21369,,,Small car,Male,Married,No,Yes,7128.0,5628.0
21376,,,Small car,Male,Single,No,Yes,2799.0,1299.0
21379,27.0,25-35,Big car,Female,Married,No,Yes,3286.0,1786.0
21404,64.0,55 and older,Small car,Female,Married,No,Yes,2870.0,1370.0
21426,23.0,18-25,Small car,Male,Single,Yes,,2165.0,665.0
21441,31.0,25-35,Small car,Male,Married,No,Yes,16967.0,15467.0
21455,6.0,18 and below,Big car,Female,Married,No,Yes,1488.0,0.0
21504,34.0,25-35,Small car,Female,Married,No,Yes,6057.0,4557.0
21521,37.0,35-45,Big car,Male,Married,Yes,Yes,544.0,0.0
21533,43.0,35-45,Big car,Female,Married,No,Yes,4188.0,2688.0
21537,20.0,18-25,Small car,Female,Single,No,Yes,32015.0,30515.0
21562,48.0,45-55,Small car,Female,Married,No,Yes,2150.0,650.0
21570,30.0,25-35,Big car,Female,Married,No,Yes,310.0,0.0
21632,41.0,35-45,Small car,Female,Married,No,,3505.0,2005.0
21633,44.0,35-45,Small car,Female,Married,No,Yes,486.0,0.0
21635,18.0,18-25,Small car,Male,Single,Yes,Yes,2817.0,1317.0
21682,,,Big car,Male,Married,No,Yes,2000.0,500.0
21750,16.0,18 and below,Small car,Male,Single,No,Yes,233.0,0.0
21766,45.0,45-55,Small car,Female,Married,No,Yes,3651.0,2151.0
21779,17.0,18 and below,Big car,Male,Single,No,Yes,30.0,0.0
21809,,,Big car,Female,Married,No,Yes,2400.0,900.0
21839,49.0,45-55,Small car,Male,Married,No,Yes,4378.0,2878.0
21841,22.0,18-25,Big car,Female,Single,,Yes,400.0,0.0
21928,22.0,18-25,Small car,Male,Single,No,No,1906.0,406.0
21942,20.0,18-25,Small car,Male,Single,No,Yes,3372.0,1872.0
21970,31.0,25-35,Small car,Male,Single,No,Yes,4370.0,2870.0
21976,,,Big car,Female,Married,No,Yes,750.0,0.0
22001,32.0,25-35,Big car,Male,Married,,,1439.0,0.0
22002,14.0,18 and below,Big car,Female,Single,No,Yes,1235.0,0.0
22057,25.0,25-35,Small car,Male,Single,No,Yes,2000.0,500.0
22108,84.0,55 and older,Small car,Male,Single,No,Yes,2430.0,930.0
22114,,,Big car,Male,Married,No,Yes,238.0,0.0
22136,22.0,18-25,Big car,Female,Married,No,Yes,4506.0,3006.0
22159,48.0,45-55,Small car,Female,Married,No,Yes,17296.0,15796.0
22179,41.0,35-45,Big car,Male,Married,No,Yes,3250.0,1750.0
22189,22.0,18-25,Small car,Male,Single,No,Yes,646.0,0.0
22190,35.0,35-45,Big car,Female,Single,No,,1871.0,371.0
22199,55.0,55 and older,Small car,Female,Married,Yes,Yes,2769.0,1269.0
22286,,,Small car,Female,Married,No,Yes,1067697.0,1066197.0
22318,33.0,25-35,Small car,Male,Married,No,Yes,2337.0,837.0
22335,24.0,18-25,Big car,Female,Married,No,Yes,275.0,0.0
22361,17.0,18 and below,Big car,Female,Single,No,Yes,432.0,0.0
22376,22.0,18-25,Big car,Female,Single,No,Yes,1660.0,160.0
22446,31.0,25-35,Big car,Female,Married,No,Yes,300.0,0.0
22462,33.0,25-35,Small car,Female,Married,No,Yes,2000.0,500.0
22537,,,Big car,Male,Single,No,Yes,171.0,0.0
22582,53.0,45-55,Big car,Male,Married,No,Yes,3839.0,2339.0
22654,45.0,45-55,Big car,Female,Married,No,Yes,2450.0,950.0
22687,33.0,25-35,Small car,Male,Single,No,Yes,2985.0,1485.0
22704,,,Big car,Male,Married,No,Yes,4434.0,2934.0
22711,40.0,35-45,Small car,Female,Single,No,Yes,3600.0,2100.0
22728,,,Small car,Female,Married,No,Yes,3925.0,2425.0
22730,22.0,18-25,Small car,Female,Single,Yes,Yes,7999.0,6499.0
22766,38.0,35-45,Big car,Male,Single,,,328.0,0.0
22796,37.0,35-45,Big car,Male,Married,No,Yes,8074.999999999999,6574.999999999999
22838,1.0,18 and below,Small car,Male,Single,No,Yes,190.0,0.0
22873,3.0,18 and below,Small car,Female,Single,Yes,Yes,52.0,0.0
22886,2.0,18 and below,Small car,Male,Single,,,300.0,0.0
22900,,,Small car,Male,Married,Yes,Yes,5570.0,4070.0
22923,6.0,18 and below,Big car,Female,Single,No,Yes,886.0,0.0
22933,53.0,45-55,Big car,Female,Married,No,,2675.0,1175.0
22942,43.0,35-45,Small car,Female,Married,No,Yes,9849.0,8349.0
22949,22.0,18-25,Small car,Female,Married,No,Yes,4225.0,2725.0
22962,30.0,25-35,Small car,Male,Single,No,Yes,9685.0,8185.0
23016,77.0,55 and older,Big car,Male,Married,No,Yes,150.0,0.0
23020,26.0,25-35,Big car,Female,Married,No,Yes,71.0,0.0
23069,11.0,18 and below,Big car,Female,Single,No,Yes,125.0,0.0
23072,41.0,35-45,Big car,Male,Married,Yes,Yes,2988.0,1488.0
23092,19.0,18-25,Big car,Female,Single,Yes,Yes,2432.0,932.0
23098,16.0,18 and below,Small car,Female,Single,No,Yes,1576.0,76.0
23101,50.0,45-55,Small car,Male,Single,No,Yes,2162.0,662.0
23114,,,Big car,Male,Single,No,Yes,990.0,0.0
23129,26.0,25-35,Big car,Male,Single,No,Yes,2800.0,1300.0
23148,26.0,25-35,Small car,Male,Married,No,Yes,3740.0,2240.0
23151,71.0,55 and older,Small car,Female,Married,No,Yes,27404.0,25904.0
23180,70.0,55 and older,Big car,Female,Divorced/Separated,No,Yes,4637.0,3137.0
23191,18.0,18-25,Small car,Male,Single,No,Yes,4021.0,2521.0
23200,20.0,18-25,Small car,Female,Single,Yes,Yes,11719.0,10219.0
23253,19.0,18-25,Big car,Female,Single,No,Yes,415.0,0.0
23279,50.0,45-55,Big car,,Single,No,Yes,800.0,0.0
23308,44.0,35-45,Big car,Male,Divorced/Separated,No,Yes,3434.0,1934.0
23339,34.0,25-35,Big car,Female,Married,No,Yes,1795.0,295.0
23354,,,Big car,Male,Married,No,Yes,3330.0,1830.0
23380,,,Small car,Male,Married,No,Yes,2645.0,1145.0
23385,39.0,35-45,Small car,Male,Single,No,Yes,8825.0,7325.0
23404,16.0,18 and below,Big car,Female,Single,No,Yes,400.0,0.0
23431,,,Big car,Female,Married,No,Yes,540.0,0.0
23471,20.0,18-25,Big car,Female,Single,Yes,Yes,2112.0,612.0
23472,24.0,18-25,Small car,Male,Married,No,Yes,7285.0,5785.0
23501,34.0,25-35,Small car,Male,Married,No,Yes,4511.0,3011.0
23523,43.0,35-45,Big car,Female,Married,Yes,Yes,10188.0,8688.0
23524,21.0,18-25,Small car,Male,Single,No,Yes,2173.0,673.0
23543,29.0,25-35,Small car,Female,Married,Yes,Yes,830.0,0.0
23548,56.0,55 and older,Big car,Male,Married,No,Yes,647.0,0.0
23552,44.0,35-45,Small car,Male,Married,No,Yes,3685.0,2185.0
23559,47.0,45-55,Big car,Female,Married,Yes,Yes,698.0,0.0
23571,6.0,18 and below,Small car,Female,Single,No,Yes,1151.0,0.0
23658,27.0,25-35,Small car,,Married,No,Yes,2139.0,639.0
23675,20.0,18-25,Small car,Female,Single,No,Yes,3049.0,1549.0
23682,,,Big car,Female,Single,No,Yes,500.0,0.0
23697,52.0,45-55,Small car,Female,Married,No,Yes,2221.0,721.0
23748,30.0,25-35,Small car,Female,Married,No,Yes,2201.0,701.0
23764,28.0,25-35,Big car,Female,Married,No,Yes,2861.0,1361.0
23788,17.0,18 and below,Big car,Female,Single,No,Yes,1379.0,0.0
23795,33.0,25-35,Small car,Female,Married,No,Yes,10054.0,8554.0
23802,50.0,45-55,Big car,Female,Married,No,Yes,5873.0,4373.0
23879,28.0,25-35,Big car,Female,Single,No,Yes,6298.0,4798.0
23893,46.0,45-55,Big car,Female,Married,Yes,Yes,75.0,0.0
23901,16.0,18 and below,Big car,Female,Single,No,Yes,136.0,0.0
23922,,,Big car,Male,Single,No,Yes,143.0,0.0
23933,44.0,35-45,Small car,Male,Single,No,Yes,1835.0,335.0
23961,40.0,35-45,Big car,Female,Married,No,Yes,1300.0,0.0
23963,20.0,18-25,Big car,Female,Single,No,Yes,415.0,0.0
23984,34.0,25-35,Big car,Female,Married,No,Yes,414.0,0.0
24062,,,Big car,Female,Single,No,Yes,138.0,0.0
24090,9.0,18 and below,Small car,Female,Single,No,Yes,70.0,0.0
24106,32.0,25-35,Big car,Female,Married,No,Yes,2486.0,986.0
24228,53.0,45-55,Big car,Male,Married,No,Yes,1000.0,0.0
24233,,,Small car,Male,Divorced/Separated,No,Yes,6938.0,5438.0
24251,8.0,18 and below,Small car,Female,Single,No,Yes,200.0,0.0
24258,,,Big car,Female,Married,No,Yes,200.0,0.0
24295,54.0,45-55,Small car,Male,Married,No,Yes,15000.0,13500.0
24306,28.0,25-35,Big car,Male,Single,No,Yes,3365.0,1865.0
24311,,,Big car,Male,Single,No,Yes,581.0,0.0
24385,60.0,55 and older,Small car,Female,Single,No,Yes,8681.0,7181.0
24461,14.0,18 and below,Small car,Male,Single,No,Yes,2445.0,945.0
24487,,,Small car,Female,Single,No,Yes,3182.0,1682.0
24521,9.0,18 and below,Big car,Male,Single,No,Yes,300.0,0.0
24532,29.0,25-35,Big car,Female,Single,No,Yes,150.0,0.0
24574,21.0,18-25,Big car,Male,Single,No,Yes,59.0,0.0
24594,23.0,18-25,Big car,Female,Single,No,Yes,456.0,0.0
24672,18.0,18-25,Big car,Female,Married,No,Yes,2805.0,1305.0
24692,55.0,55 and older,Big car,Female,Married,No,Yes,2902.0,1402.0
24706,,,Big car,Male,Married,No,Yes,750.0,0.0
24744,34.0,25-35,Small car,Male,Single,No,Yes,1495.0,0.0
24745,38.0,35-45,Small car,Male,Single,No,Yes,3735.0,2235.0
24750,39.0,35-45,Small car,Female,Single,No,Yes,1320.0,0.0
24754,21.0,18-25,Small car,Female,Married,No,Yes,4878.0,3378.0
24758,41.0,35-45,Small car,Female,Married,No,Yes,36247.0,34747.0
24771,45.0,45-55,Big car,Female,Married,No,Yes,1350.0,0.0
24772,16.0,18 and below,Big car,Female,Single,No,Yes,618.0,0.0
24821,18.0,18-25,Small car,,Single,No,Yes,2365.0,865.0
24865,49.0,45-55,Big car,Male,Married,No,Yes,4724.0,3224.0
24896,,,Big car,Female,Single,No,Yes,325.0,0.0
24933,,,Small car,Female,Married,Yes,Yes,2932.0,1432.0
24951,25.0,25-35,Small car,Male,Married,No,Yes,2465.0,965.0
24954,24.0,18-25,Small car,Male,Married,No,Yes,21869.0,20369.0
24959,22.0,18-25,Big car,Male,Single,No,Yes,1500.0,0.0
24975,68.0,55 and older,Small car,Male,Married,No,Yes,9008.0,7508.0
25010,41.0,35-45,Small car,Female,Married,No,Yes,4208.0,2708.0
25020,18.0,18-25,Big car,Female,Single,Yes,Yes,250.0,0.0
25060,31.0,25-35,Big car,Female,Married,No,Yes,512.0,0.0
25081,39.0,35-45,Big car,Female,Married,No,Yes,4810.0,3310.0
25090,8.0,18 and below,Small car,Male,Single,No,Yes,4996.0,3496.0
25137,49.0,45-55,Small car,Male,Married,No,Yes,188720.0,187220.0
25145,48.0,45-55,Small car,Female,Married,No,Yes,6067.0,4567.0
25150,17.0,18 and below,Small car,Male,Single,No,Yes,4995.0,3495.0
25152,16.0,18 and below,Big car,Female,Single,No,Yes,1757.0,257.0
25198,2.0,18 and below,Small car,Male,Single,No,Yes,200.0,0.0
25214,,,Big car,Male,,No,Yes,2000.0,500.0
25235,52.0,45-55,Big car,Male,Married,No,Yes,6012.0,4512.0
25283,29.0,25-35,Small car,Female,Married,No,,4019.0,2519.0
25285,39.0,35-45,Big car,Male,Married,No,Yes,300.0,0.0
25378,25.0,25-35,Small car,Male,Single,No,Yes,6590.0,5090.0
25383,18.0,18-25,Small car,Male,Single,No,Yes,2390.0,890.0
25401,39.0,35-45,Big car,Female,Married,No,Yes,784.0,0.0
25406,12.0,18 and below,Small car,Male,Single,No,Yes,3218.0,1718.0
25417,43.0,35-45,Small car,Female,Single,No,Yes,18491.0,16991.0
25435,27.0,25-35,Big car,Female,Single,No,,2065.0,565.0
25438,9.0,18 and below,Big car,Male,Single,No,Yes,500.0,0.0
25455,30.0,25-35,Big car,Female,Married,No,Yes,1632.0,132.0
25475,16.0,18 and below,Small car,Female,Single,No,Yes,2205.0,705.0
25516,29.0,25-35,Small car,Male,Married,No,Yes,3770.0,2270.0
25562,48.0,45-55,Small car,Male,Married,No,Yes,6244.0,4744.0
25574,,,Big car,Male,Single,Yes,Yes,3065.0,1565.0
25585,,,Big car,Male,Married,No,Yes,356.0,0.0
25587,25.0,25-35,Big car,Female,Married,No,Yes,2190.0,690.0
25602,26.0,25-35,Big car,Female,Single,No,Yes,205.0,0.0
25606,,,Small car,Female,Single,No,Yes,140.0,0.0
25659,25.0,25-35,Small car,Female,Married,No,Yes,2766.0,1266.0
25680,32.0,25-35,Small car,Male,Married,No,Yes,2326.0,826.0
25693,17.0,18 and below,Small car,Male,Single,No,Yes,2195.0,695.0
25732,41.0,35-45,Small car,Male,Married,Yes,Yes,1600.0,100.0
25761,53.0,45-55,Small car,Female,Married,No,Yes,10576.0,9076.0
25799,15.0,18 and below,Big car,Male,Single,No,Yes,500.0,0.0
25802,63.0,55 and older,Big car,Male,Single,No,Yes,2985.0,1485.0
25805,0.0,18 and below,Small car,,,No,Yes,16300.0,14800.0
25871,,,Big car,Female,Single,No,Yes,284.0,0.0
25898,55.0,55 and older,Small car,Female,Single,No,Yes,1060.0,0.0
25902,78.0,55 and older,Big car,Female,Widowed,No,Yes,25.0,0.0
26023,40.0,35-45,Small car,Female,Married,No,Yes,2903.0,1403.0
26032,17.0,18 and below,Big car,Male,Single,No,Yes,7281.0,5781.0
26070,69.0,55 and older,Small car,Female,Married,Yes,Yes,3221.0,1721.0
26080,54.0,45-55,Small car,Female,Single,No,Yes,7391.0,5891.0
26123,19.0,18-25,Small car,Male,Single,No,Yes,2908.0,1408.0
26188,22.0,18-25,Big car,Female,Single,No,Yes,986.0,0.0
26239,40.0,35-45,Big car,Female,Married,No,Yes,3775.0,2275.0
26247,36.0,35-45,Small car,Female,Single,No,Yes,4303.0,2803.0
26270,18.0,18-25,Big car,Male,Married,No,Yes,764.0,0.0
26310,34.0,25-35,Big car,Male,Single,No,Yes,1802.0,302.0
26316,,,Small car,Female,Married,No,Yes,4000.0,2500.0
26325,21.0,18-25,Big car,Female,Single,No,Yes,60.0,0.0
26338,38.0,35-45,Small car,Female,Married,No,Yes,3416.0,1916.0
26345,42.0,35-45,Big car,Female,Married,No,Yes,494.0,0.0
26347,30.0,25-35,Small car,Female,Single,No,Yes,10289.0,8789.0
26372,21.0,18-25,Big car,Female,Married,No,Yes,946.0,0.0
26379,30.0,25-35,Big car,Female,Married,No,Yes,4488.0,2988.0
26383,42.0,35-45,Small car,Male,Married,Yes,Yes,3640.0,2140.0
26452,45.0,45-55,Small car,Male,Married,No,Yes,18745.0,17245.0
26456,42.0,35-45,Big car,Male,Married,No,Yes,280.0,0.0
26506,18.0,18-25,Big car,Female,Single,No,Yes,590.0,0.0
26534,11.0,18 and below,Small car,Female,Single,No,Yes,60.0,0.0
26546,20.0,18-25,Big car,Male,Single,No,Yes,663.0,0.0
26562,73.0,55 and older,Big car,Female,Single,No,Yes,2546.0,1046.0
26572,74.0,55 and older,Big car,Male,Married,No,Yes,2064.0,564.0
26580,27.0,25-35,Small car,Female,Married,No,Yes,1136.0,0.0
26613,16.0,18 and below,Small car,Female,Single,No,Yes,1000.0,0.0
26624,45.0,45-55,Big car,Female,Divorced/Separated,No,Yes,2903.0,1403.0
26676,58.0,55 and older,Small car,Male,Single,No,Yes,320.0,0.0
26677,,,Big car,Male,Married,No,Yes,150.0,0.0
26697,19.0,18-25,Small car,Male,Single,No,Yes,3050.0,1550.0
26708,48.0,45-55,Small car,Female,Married,No,Yes,1871.0,371.0
26738,37.0,35-45,Big car,Female,Married,No,Yes,1935.0,435.0
26748,55.0,55 and older,Big car,Female,Married,No,Yes,404.0,0.0
26769,15.0,18 and below,Small car,Male,Single,No,Yes,2475.0,975.0
26773,20.0,18-25,Big car,Male,Single,No,Yes,69.0,0.0
26798,,,Big car,Female,Married,No,Yes,150.0,0.0
26844,47.0,45-55,Small car,Male,Married,No,Yes,3675.0,2175.0
26869,32.0,25-35,Small car,Male,Single,No,Yes,2396.0,896.0
26870,22.0,18-25,Small car,Female,Single,No,Yes,4135.0,2635.0
26916,58.0,55 and older,Small car,Female,Married,No,Yes,9485.0,7985.0
26918,24.0,18-25,Big car,Male,Single,No,Yes,251.0,0.0
26919,,,Small car,Female,Single,No,Yes,262.0,0.0
26989,49.0,45-55,Big car,Male,Divorced/Separated,No,Yes,195.0,0.0
27039,86.0,55 and older,Big car,Female,Widowed,No,Yes,2694.0,1194.0
27048,29.0,25-35,Small car,Female,Married,No,Yes,2985.0,1485.0
27202,,,Small car,Male,Married,No,Yes,1974.0,474.0
27248,63.0,55 and older,Small car,Female,Divorced/Separated,No,Yes,4504.0,3004.0
27260,47.0,45-55,Big car,Female,Married,No,Yes,481.0,0.0
27265,18.0,18-25,Big car,Female,Single,No,Yes,1879.0,379.0
27276,25.0,25-35,Big car,Female,Single,No,Yes,155.0,0.0
27296,24.0,18-25,Small car,Female,Single,No,Yes,2650.0,1150.0
27303,25.0,25-35,Small car,Female,Single,No,No,96007.0,94507.0
27334,78.0,55 and older,Big car,Male,Married,No,Yes,178.0,0.0
27405,34.0,25-35,Small car,Male,Single,No,Yes,7364.0,5864.0
27433,27.0,25-35,Big car,Male,Single,No,Yes,150.0,0.0
27470,33.0,25-35,Big car,Male,Married,No,Yes,80.0,0.0
27487,35.0,35-45,Big car,Male,Single,No,Yes,1950.0,450.0
27507,59.0,55 and older,Big car,Male,Married,No,Yes,2675.0,1175.0
27551,33.0,25-35,Small car,Female,Married,No,Yes,3031.0,1531.0
27560,35.0,35-45,Big car,Male,Single,Yes,Yes,319.0,0.0
27599,35.0,35-45,Small car,Male,Single,No,Yes,2727.0,1227.0
27638,7.0,18 and below,Small car,Male,Single,No,Yes,1640.0,140.0
27711,40.0,35-45,Small car,Female,Married,No,Yes,722.0,0.0
27714,18.0,18-25,Small car,Male,Single,Yes,Yes,2699.0,1199.0
27718,23.0,18-25,Small car,Female,Married,Yes,Yes,2116.0,616.0
27739,56.0,55 and older,Big car,Male,Married,No,Yes,1036.0,0.0
27749,38.0,35-45,Big car,Female,Married,No,Yes,517.0,0.0
27786,77.0,55 and older,Big car,Female,Widowed,No,Yes,2000.0,500.0
27790,33.0,25-35,Big car,Male,Married,No,Yes,601.0,0.0
27798,35.0,35-45,Big car,Female,Married,No,Yes,2723.0,1223.0
27812,26.0,25-35,Big car,Female,Single,No,Yes,5600.0,4100.0
27813,36.0,35-45,Small car,Male,Married,Yes,Yes,6216.0,4716.0
27843,,,Small car,Male,Single,No,Yes,3310.0,1810.0
27897,58.0,55 and older,Big car,Female,Married,,,1648.0,148.0
27945,3.0,18 and below,Small car,Female,Single,No,Yes,1346.0,0.0
27954,39.0,35-45,Big car,Female,Married,No,Yes,450.0,0.0
27960,26.0,25-35,Big car,Female,Single,No,Yes,5598.0,4098.0
28089,47.0,45-55,Small car,Male,Married,Yes,Yes,6171.0,4671.0
28110,45.0,45-55,Small car,Male,Married,No,Yes,4075.0,2575.0
28137,20.0,18-25,Big car,Female,Single,No,Yes,5881.0,4381.0
28148,39.0,35-45,Big car,Female,Married,No,Yes,2472.0,972.0
28157,47.0,45-55,Small car,Male,Married,No,Yes,1180.0,0.0
28195,51.0,45-55,Small car,Male,Married,No,Yes,3095.0,1595.0
28209,65.0,55 and older,Big car,Female,Married,No,Yes,4558.0,3058.0
28220,43.0,35-45,Small car,Male,Married,No,Yes,3394.0,1894.0
28294,26.0,25-35,Big car,Female,Married,No,Yes,1895.0,395.0
28310,43.0,35-45,Small car,Female,Single,No,Yes,3800.0,2300.0
28329,9.0,18 and below,Small car,Male,Single,No,Yes,290.0,0.0
28331,49.0,45-55,Small car,Male,Married,No,Yes,3730.0,2230.0
28341,54.0,45-55,Small car,Female,Married,No,Yes,7367.0,5867.0
28342,46.0,45-55,Small car,Female,Married,No,Yes,4019.9999999999995,2519.9999999999995
28368,36.0,35-45,Small car,Male,Married,No,Yes,18476.0,16976.0
28455,36.0,35-45,Small car,Male,Single,No,Yes,4325.0,2825.0
28461,51.0,45-55,Small car,Male,Married,No,Yes,3786.0,2286.0
28463,54.0,45-55,Big car,Male,Single,No,Yes,748.0,0.0
28519,40.0,35-45,Big car,Female,Married,No,Yes,15.0,0.0
28522,46.0,45-55,Big car,Female,Married,No,Yes,13510.0,12010.0
28551,6.0,18 and below,Small car,Male,Single,No,Yes,354.0,0.0
28607,,,Big car,Male,Single,No,Yes,300.0,0.0
28653,22.0,18-25,Small car,Female,Single,Yes,Yes,3370.0,1870.0
28663,10.0,18 and below,Small car,Female,Single,No,Yes,7269.0,5769.0
28737,4.0,18 and below,Small car,Male,Single,No,Yes,320.0,0.0
28753,4.0,18 and below,Big car,Female,Single,No,Yes,1291.0,0.0
28766,24.0,18-25,Small car,Female,Single,No,Yes,5830.0,4330.0
28784,31.0,25-35,Small car,Male,Married,No,Yes,2826.0,1326.0
28791,61.0,55 and older,Big car,Female,Divorced/Separated,No,Yes,300.0,0.0
28795,,,Small car,Female,Single,No,Yes,2100.0,600.0
28813,,,Big car,Female,Married,No,Yes,500.0,0.0
28835,36.0,35-45,Big car,Male,Married,No,No,3919.0,2419.0
28862,28.0,25-35,Small car,Male,Married,No,Yes,6080.0,4580.0
28887,46.0,45-55,Big car,Female,Single,No,Yes,1730.0,230.0
28942,37.0,35-45,Big car,Female,Married,No,Yes,14619.0,13119.0
28945,,,Big car,Female,Widowed,No,Yes,80.0,0.0
28954,16.0,18 and below,Big car,Female,Single,No,Yes,60.0,0.0
28984,62.0,55 and older,Big car,Female,Married,No,Yes,2052.0,552.0
28987,20.0,18-25,Big car,Male,Single,No,Yes,200.0,0.0
28990,30.0,25-35,Small car,Female,Married,No,Yes,5595.0,4095.0
29075,18.0,18-25,Small car,Male,Single,No,Yes,3524.0,2024.0
29133,,,Big car,Female,Married,No,Yes,150.0,0.0
29162,23.0,18-25,Small car,Female,Single,No,Yes,4094.9999999999995,2594.9999999999995
29167,36.0,35-45,Big car,Male,Married,No,Yes,2590.0,1090.0
29169,57.0,55 and older,Big car,Female,Single,No,Yes,3925.0,2425.0
29171,62.0,55 and older,Big car,Female,Married,No,Yes,390.0,0.0
29187,48.0,45-55,Small car,Male,Married,No,Yes,1755.0,255.0
29193,27.0,25-35,Big car,Male,Married,Yes,Yes,579.0,0.0
29218,21.0,18-25,Small car,Male,Married,No,Yes,5057.0,3557.0
29273,30.0,25-35,Small car,Female,Married,No,Yes,2110.0,610.0
29295,,,Small car,Female,Single,No,Yes,4265.0,2765.0
29351,44.0,35-45,Big car,Male,Single,No,Yes,4569.0,3069.0
29389,23.0,18-25,Small car,Female,Single,No,Yes,13817.0,12317.0
29395,39.0,35-45,Big car,Female,Divorced/Separated,No,Yes,4162.0,2662.0
29406,23.0,18-25,Big car,Male,Single,No,Yes,230.0,0.0
29414,46.0,45-55,Small car,Female,Married,No,Yes,10507.0,9007.0
29420,52.0,45-55,Small car,Male,Married,Yes,Yes,41574.0,40074.0
29440,17.0,18 and below,Big car,Female,Single,No,Yes,3734.0,2234.0
29446,7.0,18 and below,Small car,Female,Single,No,,256.0,0.0
29447,15.0,18 and below,Small car,Male,Single,Yes,Yes,2451.0,951.0
29465,54.0,45-55,Small car,Female,Single,No,Yes,4097.0,2597.0
29490,,,Big car,Male,Married,No,Yes,250.0,0.0
29558,44.0,35-45,Big car,Male,Married,No,Yes,3549.0,2049.0
29561,45.0,45-55,Small car,Female,Married,Yes,No,3370.0,1870.0
29609,1.0,18 and below,Big car,Female,Single,No,Yes,90.0,0.0
29615,37.0,35-45,Small car,Male,Married,No,Yes,2952.0,1452.0
29671,59.0,55 and older,Big car,Male,Married,No,Yes,288.0,0.0
29683,13.0,18 and below,Small car,Male,Single,Yes,Yes,1378.0,0.0
29702,16.0,18 and below,Small car,Female,Single,No,Yes,3530.0,2030.0
29720,5.0,18 and below,Big car,Female,Single,No,Yes,1255.0,0.0
29762,,,Big car,Male,Married,No,Yes,2340.0,840.0
29765,40.0,35-45,Small car,Female,Single,Yes,Yes,21728.0,20228.0
